#      dist        eig   iband        s       pz       px       py    dz2r2      dxz      dyz      dxy    dx2y2      fm0     f+m1     f-m1     f+m2     f-m2     f+m3     f-m3  
    3.23468    9.30155       7   15.911    9.407    3.876    0.128    0.003    0.007    0.716    0.711    0.679    0.053    0.001    0.062    0.117    0.002    0.000    0.020
    3.24589   -9.08261       3    2.495   14.015    2.078    7.399    0.102    0.009    0.074    0.275    0.009    0.011    0.001    0.014    0.009    0.005    0.001    0.002
    3.24589   -6.49263       4    1.259    3.005   11.744   12.673    0.084    0.243    0.138    0.024    0.196    0.000    0.028    0.003    0.001    0.017    0.011    0.003
    3.24589    5.41103       5    5.040    2.561   10.520    5.638    0.088    0.006    1.946    0.072    0.513    0.000    0.033    0.014    0.002    0.050    0.034    0.008
    3.24589    8.07511       6    0.000    3.745    0.771   13.648    1.069    0.045    0.674    1.131    0.283    0.012    0.000    0.036    0.012    0.026    0.034    0.022
    3.24589    9.28393       7   15.978    9.039    3.881    0.070    0.000    0.007    0.753    0.661    0.707    0.052    0.001    0.058    0.121    0.003    0.000    0.021
    3.25709   -8.97462       3    2.466   14.153    2.077    7.382    0.098    0.010    0.074    0.288    0.009    0.011    0.002    0.014    0.009    0.005    0.001    0.002
    3.25709   -6.36497       4    1.292    2.928   11.915   12.722    0.081    0.250    0.148    0.024    0.196    0.000    0.028    0.003    0.001    0.017    0.011    0.003
    3.25709    5.32887       5    5.003    2.551   10.739    5.505    0.086    0.006    1.946    0.072    0.500    0.000    0.033    0.014    0.002    0.049    0.036    0.007
    3.25709    8.10330       6    0.016    4.339    0.709   13.591    1.063    0.048    0.611    1.194    0.255    0.014    0.001    0.040    0.011    0.024    0.034    0.021
    3.25709    9.27007       7   16.019    8.585    3.905    0.024    0.001    0.006    0.796    0.603    0.738    0.051    0.001    0.054    0.127    0.003    0.000    0.021
    3.26830   -8.86433       3    2.433   14.293    2.077    7.365    0.094    0.012    0.075    0.302    0.008    0.011    0.002    0.015    0.009    0.005    0.001    0.002
    3.26830   -6.23788       4    1.323    2.852   12.086   12.769    0.077    0.257    0.159    0.025    0.197    0.000    0.028    0.004    0.001    0.017    0.012    0.003
    3.26830    5.24886       5    4.962    2.540   10.962    5.374    0.084    0.007    1.946    0.072    0.488    0.000    0.034    0.013    0.003    0.047    0.037    0.007
    3.26830    8.12940       6    0.074    5.030    0.636   13.513    1.050    0.051    0.543    1.264    0.224    0.018    0.001    0.044    0.009    0.023    0.034    0.019
    3.26830    9.26097       7   16.019    8.038    3.950    0.001    0.008    0.006    0.842    0.538    0.772    0.050    0.001    0.049    0.133    0.003    0.001    0.022
    3.27951   -8.75179       3    2.397   14.437    2.079    7.349    0.091    0.014    0.075    0.316    0.008    0.011    0.002    0.015    0.009    0.005    0.001    0.002
    3.27951   -6.11146       4    1.351    2.778   12.257   12.815    0.074    0.264    0.171    0.025    0.196    0.000    0.028    0.004    0.001    0.017    0.012    0.003
    3.27951    5.17102       5    4.918    2.526   11.189    5.246    0.082    0.008    1.945    0.072    0.475    0.000    0.034    0.013    0.003    0.046    0.039    0.006
    3.27951    8.15216       6    0.189    5.820    0.554   13.398    1.030    0.055    0.471    1.341    0.190    0.022    0.001    0.049    0.007    0.021    0.033    0.018
    3.27951    9.25774       7   15.963    7.397    4.013    0.015    0.022    0.005    0.892    0.466    0.808    0.047    0.001    0.043    0.139    0.004    0.002    0.023
    3.29071   -9.90345       2   11.522    7.064    6.770    4.107    0.002    0.176    0.391    0.005    0.013    0.001    0.001    0.005    0.005    0.002    0.013    0.015
    3.29071   -8.63708       3    2.356   14.584    2.080    7.333    0.087    0.016    0.076    0.331    0.007    0.011    0.002    0.015    0.009    0.005    0.001    0.001
    3.29071   -5.98581       4    1.378    2.704   12.429   12.860    0.071    0.271    0.183    0.025    0.196    0.000    0.028    0.004    0.001    0.018    0.013    0.004
    3.29071    5.09534       5    4.870    2.510   11.421    5.119    0.079    0.009    1.945    0.072    0.462    0.000    0.035    0.013    0.003    0.045    0.040    0.005
    3.29071    8.17021       6    0.375    6.699    0.467   13.233    1.001    0.059    0.396    1.422    0.155    0.027    0.001    0.054    0.005    0.020    0.032    0.016
    3.29071    9.26154       7   15.837    6.671    4.091    0.081    0.044    0.005    0.943    0.390    0.843    0.045    0.002    0.038    0.145    0.004    0.004    0.024
    3.30192   -9.76260       2   11.262    7.075    6.851    4.292    0.002    0.186    0.396    0.003    0.012    0.001    0.001    0.005    0.004    0.002    0.014    0.015
    3.30192   -8.52026       3    2.313   14.734    2.083    7.317    0.084    0.019    0.076    0.346    0.007    0.012    0.002    0.016    0.009    0.005    0.001    0.001
    3.30192   -5.86103       4    1.403    2.631   12.601   12.903    0.067    0.278    0.196    0.026    0.195    0.000    0.029    0.004    0.001    0.018    0.014    0.004
    3.30192    5.02181       5    4.819    2.491   11.656    4.995    0.077    0.010    1.944    0.072    0.450    0.000    0.035    0.013    0.004    0.044    0.042    0.005
    3.30192    8.18226       6    0.643    7.645    0.380   13.007    0.962    0.063    0.323    1.503    0.121    0.032    0.002    0.059    0.003    0.018    0.031    0.014
    3.30192    9.27351       7   15.634    5.884    4.178    0.209    0.075    0.004    0.992    0.315    0.878    0.041    0.002    0.032    0.152    0.005    0.006    0.025
    3.31313   -9.62017       2   11.003    7.083    6.934    4.479    0.001    0.195    0.401    0.002    0.012    0.000    0.001    0.005    0.004    0.002    0.014    0.015
    3.31313   -8.40138       3    2.266   14.888    2.085    7.301    0.080    0.021    0.076    0.361    0.007    0.012    0.002    0.016    0.009    0.005    0.001    0.001
    3.31313   -5.73722       4    1.425    2.559   12.773   12.944    0.064    0.286    0.209    0.026    0.193    0.000    0.029    0.004    0.001    0.018    0.014    0.004
    3.31313    4.95044       5    4.764    2.471   11.897    4.874    0.075    0.012    1.943    0.072    0.437    0.000    0.036    0.013    0.004    0.043    0.043    0.004
    3.31313    8.18719       6    0.990    8.622    0.298   12.718    0.914    0.068    0.254    1.581    0.090    0.038    0.002    0.064    0.001    0.016    0.029    0.012
    3.31313    9.29453       7   15.357    5.069    4.269    0.401    0.113    0.003    1.035    0.243    0.908    0.037    0.003    0.026    0.158    0.006    0.009    0.026
    3.32434   -9.47618       2   10.744    7.087    7.018    4.670    0.001    0.206    0.406    0.001    0.012    0.000    0.001    0.004    0.003    0.002    0.014    0.015
    3.32434   -8.28052       3    2.217   15.046    2.087    7.284    0.077    0.024    0.077    0.376    0.006    0.012    0.003    0.016    0.009    0.005    0.001    0.001
    3.32434   -5.61447       4    1.445    2.487   12.945   12.984    0.061    0.293    0.222    0.026    0.192    0.000    0.029    0.004    0.001    0.018    0.015    0.004
    3.32434    4.88122       5    4.706    2.448   12.141    4.754    0.073    0.013    1.942    0.072    0.424    0.000    0.036    0.012    0.005    0.041    0.045    0.004
    3.32434    8.18422       6    1.401    9.588    0.227   12.373    0.859    0.072    0.193    1.650    0.063    0.044    0.002    0.069    0.000    0.015    0.026    0.010
    3.32434    9.32518       7   15.020    4.269    4.360    0.650    0.158    0.002    1.069    0.179    0.933    0.033    0.003    0.021    0.164    0.006    0.012    0.027
    3.33554   -9.33064       2   10.485    7.089    7.104    4.863    0.001    0.216    0.410    0.001    0.012    0.000    0.001    0.004    0.003    0.002    0.014    0.015
    3.33554   -8.15773       3    2.164   15.208    2.090    7.266    0.074    0.026    0.077    0.392    0.006    0.012    0.003    0.017    0.009    0.005    0.001    0.001
    3.33554   -5.49288       4    1.462    2.417   13.118   13.021    0.058    0.301    0.236    0.026    0.190    0.000    0.028    0.004    0.001    0.018    0.015    0.005
    3.33554    4.81413       5    4.644    2.423   12.390    4.636    0.071    0.014    1.941    0.072    0.411    0.000    0.037    0.012    0.005    0.040    0.046    0.003
    3.33554    8.17297       6    1.851   10.507    0.169   11.989    0.799    0.077    0.141    1.710    0.041    0.051    0.002    0.073    0.000    0.013    0.024    0.008
    3.33554    9.36557       7   14.653    3.522    4.448    0.939    0.206    0.001    1.092    0.126    0.951    0.028    0.004    0.016    0.169    0.007    0.016    0.028
    3.34675   -9.18358       2   10.226    7.087    7.190    5.059    0.001    0.226    0.415    0.000    0.011    0.000    0.001    0.004    0.003    0.002    0.014    0.015
    3.34675   -8.03306       3    2.110   15.374    2.092    7.248    0.070    0.029    0.077    0.408    0.005    0.013    0.003    0.017    0.009    0.004    0.001    0.001
    3.34675   -5.37254       4    1.478    2.347   13.290   13.057    0.055    0.308    0.251    0.026    0.188    0.001    0.028    0.005    0.001    0.018    0.016    0.005
    3.34675    4.74918       5    4.579    2.397   12.644    4.520    0.069    0.015    1.939    0.071    0.398    0.000    0.037    0.012    0.006    0.039    0.048    0.003
    3.34675    8.15345       6    2.309   11.349    0.125   11.588    0.738    0.082    0.099    1.757    0.025    0.057    0.003    0.076    0.000    0.012    0.021    0.007
    3.34675    9.41542       7   14.286    2.854    4.532    1.247    0.254    0.001    1.104    0.084    0.962    0.024    0.005    0.012    0.175    0.007    0.019    0.028
    3.35796   -9.03500       2    9.968    7.083    7.278    5.259    0.000    0.237    0.420    0.000    0.011    0.000    0.001    0.003    0.002    0.002    0.014    0.015
    3.35796   -7.90659       3    2.053   15.545    2.094    7.228    0.067    0.032    0.077    0.424    0.005    0.013    0.003    0.017    0.009    0.004    0.001    0.001
    3.35796   -5.25352       4    1.490    2.278   13.463   13.091    0.052    0.316    0.266    0.027    0.185    0.001    0.028    0.005    0.001    0.018    0.017    0.005
    3.35796    4.68635       5    4.511    2.368   12.901    4.406    0.067    0.017    1.938    0.071    0.385    0.000    0.038    0.012    0.006    0.038    0.049    0.003
    3.35796    8.12600       6    2.749   12.103    0.093   11.190    0.678    0.086    0.068    1.795    0.014    0.062    0.003    0.078    0.001    0.011    0.018    0.006
    3.35796    9.47411       7   13.949    2.280    4.613    1.551    0.301    0.000    1.105    0.053    0.967    0.021    0.006    0.009    0.180    0.007    0.023    0.028
    3.36916   -8.88493       2    9.710    7.075    7.366    5.461    0.000    0.248    0.425    0.000    0.011    0.000    0.001    0.003    0.002    0.002    0.014    0.015
    3.36916   -7.77838       3    1.994   15.722    2.095    7.206    0.064    0.035    0.076    0.441    0.005    0.013    0.003    0.017    0.009    0.004    0.001    0.001
    3.36916   -5.13591       4    1.500    2.209   13.636   13.122    0.049    0.323    0.281    0.027    0.182    0.001    0.028    0.005    0.001    0.018    0.017    0.006
    3.36916    4.62562       5    4.440    2.337   13.163    4.293    0.065    0.018    1.936    0.070    0.372    0.000    0.038    0.012    0.007    0.037    0.050    0.002
    3.36916    8.09110       6    3.148   12.765    0.071   10.811    0.621    0.091    0.044    1.823    0.007    0.068    0.003    0.080    0.002    0.010    0.016    0.005
    3.36916    9.54082       7   13.664    1.801    4.694    1.836    0.343    0.000    1.095    0.031    0.966    0.018    0.007    0.007    0.185    0.007    0.026    0.028
    3.36916    9.90873       8    1.575   15.828    0.233   13.584    0.001    2.000    0.109    0.179    0.030    0.019    0.003    0.013    0.000    0.062    0.017    0.119
    3.38037   -8.73340       2    9.453    7.063    7.456    5.666    0.000    0.259    0.429    0.001    0.010    0.000    0.001    0.003    0.002    0.002    0.014    0.015
    3.38037   -7.64848       3    1.934   15.903    2.096    7.183    0.061    0.038    0.076    0.459    0.004    0.013    0.003    0.017    0.008    0.004    0.001    0.001
    3.38037   -5.01980       4    1.507    2.141   13.809   13.151    0.046    0.331    0.297    0.027    0.179    0.001    0.028    0.005    0.001    0.018    0.018    0.006
    3.38037    4.56699       5    4.365    2.304   13.430    4.183    0.064    0.020    1.935    0.070    0.360    0.001    0.039    0.011    0.007    0.035    0.052    0.002
    3.38037    8.04935       6    3.495   13.344    0.057   10.462    0.567    0.096    0.028    1.843    0.003    0.072    0.003    0.081    0.003    0.009    0.014    0.004
    3.38037    9.61463       7   13.447    1.410    4.777    2.092    0.379    0.000    1.078    0.016    0.960    0.015    0.008    0.005    0.191    0.007    0.029    0.028
    3.38037    9.73186       8    1.562   15.653    0.215   13.651    0.001    2.002    0.108    0.189    0.029    0.020    0.003    0.014    0.000    0.060    0.016    0.119
    3.39158   -8.58043       2    9.196    7.049    7.547    5.875    0.000    0.270    0.434    0.001    0.010    0.000    0.001    0.003    0.002    0.002    0.014    0.015
    3.39158   -7.51697       3    1.872   16.090    2.095    7.158    0.058    0.041    0.076    0.476    0.004    0.014    0.004    0.018    0.008    0.004    0.001    0.001
    3.39158   -4.90524       4    1.512    2.074   13.982   13.178    0.043    0.339    0.313    0.027    0.176    0.001    0.028    0.005    0.001    0.017    0.018    0.006
    3.39158    4.51044       5    4.287    2.269   13.700    4.074    0.062    0.022    1.933    0.069    0.347    0.001    0.039    0.011    0.008    0.034    0.053    0.001
    3.39158    8.00132       6    3.784   13.850    0.048   10.147    0.519    0.100    0.016    1.858    0.001    0.077    0.003    0.081    0.004    0.008    0.012    0.004
    3.39158    9.55529       7    1.547   15.476    0.196   13.728    0.002    2.003    0.106    0.198    0.028    0.021    0.003    0.015    0.000    0.058    0.015    0.119
    3.39158    9.69457       8   13.306    1.094    4.864    2.312    0.411    0.000    1.054    0.008    0.951    0.012    0.009    0.003    0.196    0.007    0.032    0.027
    3.40278   -8.42604       2    8.940    7.031    7.639    6.087    0.000    0.282    0.438    0.002    0.010    0.000    0.001    0.002    0.001    0.002    0.014    0.015
    3.40278   -7.38390       3    1.808   16.282    2.094    7.131    0.055    0.044    0.076    0.494    0.004    0.014    0.004    0.018    0.008    0.004    0.001    0.000
    3.40278   -4.79231       4    1.514    2.007   14.154   13.202    0.041    0.347    0.329    0.026    0.172    0.001    0.028    0.005    0.000    0.017    0.019    0.007
    3.40278    4.45596       5    4.206    2.232   13.975    3.967    0.060    0.023    1.932    0.069    0.334    0.001    0.040    0.011    0.008    0.033    0.055    0.001
    3.40278    7.94753       6    4.013   14.296    0.044    9.868    0.474    0.105    0.009    1.869    0.000    0.081    0.003    0.081    0.005    0.008    0.010    0.003
    3.40278    9.37914       7    1.533   15.296    0.177   13.813    0.002    2.003    0.104    0.208    0.027    0.022    0.002    0.016    0.000    0.056    0.015    0.119
    3.40278    9.77973       8   13.243    0.843    4.955    2.496    0.436    0.000    1.025    0.003    0.938    0.010    0.010    0.002    0.202    0.007    0.035    0.027
    3.41399   -8.27028       2    8.684    7.009    7.733    6.302    0.000    0.294    0.442    0.004    0.010    0.000    0.001    0.002    0.001    0.002    0.014    0.016
    3.41399   -7.24934       3    1.744   16.481    2.092    7.101    0.052    0.047    0.075    0.512    0.004    0.014    0.004    0.018    0.008    0.004    0.001    0.000
    3.41399   -4.68108       4    1.513    1.940   14.327   13.224    0.038    0.355    0.346    0.026    0.169    0.001    0.027    0.005    0.000    0.017    0.019    0.007
    3.41399    4.40352       5    4.121    2.194   14.254    3.861    0.058    0.025    1.930    0.068    0.321    0.001    0.041    0.011    0.008    0.032    0.056    0.001
    3.41399    7.88844       6    4.186   14.693    0.044    9.621    0.434    0.110    0.004    1.877    0.000    0.085    0.003    0.081    0.006    0.007    0.009    0.003
    3.41399    9.20349       7    1.518   15.112    0.158   13.908    0.002    2.002    0.103    0.216    0.026    0.023    0.002    0.016    0.000    0.054    0.014    0.119
    3.41399    9.86920       8   13.259    0.644    5.052    2.646    0.455    0.000    0.992    0.000    0.921    0.009    0.011    0.001    0.209    0.006    0.037    0.026
    3.42520   -8.11317       2    8.429    6.984    7.827    6.520    0.000    0.306    0.447    0.005    0.009    0.000    0.001    0.002    0.001    0.002    0.014    0.016
    3.42520   -7.11337       3    1.678   16.686    2.088    7.068    0.049    0.051    0.075    0.531    0.003    0.015    0.004    0.018    0.008    0.003    0.001    0.000
    3.42520   -4.57161       4    1.509    1.875   14.500   13.243    0.036    0.363    0.363    0.026    0.165    0.001    0.027    0.006    0.000    0.017    0.020    0.007
    3.42520    4.35311       5    4.034    2.153   14.536    3.758    0.056    0.027    1.928    0.067    0.309    0.001    0.041    0.010    0.009    0.031    0.058    0.001
    3.42520    7.82442       6    4.308   15.052    0.046    9.405    0.397    0.115    0.002    1.883    0.001    0.088    0.004    0.080    0.007    0.007    0.008    0.003
    3.42520    9.02844       7    1.502   14.925    0.138   14.012    0.003    2.000    0.101    0.225    0.025    0.024    0.002    0.017    0.001    0.052    0.014    0.119
    3.42520    9.96214       8   13.352    0.487    5.153    2.764    0.470    0.000    0.955    0.000    0.903    0.007    0.013    0.001    0.216    0.006    0.039    0.025
    3.43641   -7.95205       2    8.161    6.967    7.854    6.792    0.000    0.319    0.450    0.008    0.008    0.000    0.001    0.001    0.001    0.002    0.014    0.014
    3.43641   -6.97604       3    1.612   16.897    2.083    7.032    0.046    0.054    0.074    0.550    0.003    0.015    0.004    0.018    0.008    0.003    0.001    0.000
    3.43641   -4.43809       4    1.524    1.800   14.643   13.192    0.029    0.371    0.386    0.022    0.152    0.001    0.023    0.005    0.000    0.017    0.021    0.011
    3.43641    4.30470       5    3.943    2.111   14.823    3.655    0.054    0.029    1.926    0.066    0.296    0.001    0.042    0.010    0.009    0.029    0.059    0.001
    3.43641    7.75592       6    4.374   15.376    0.051    9.220    0.365    0.120    0.000    1.890    0.001    0.091    0.004    0.079    0.008    0.006    0.006    0.003
    3.43641    8.85408       7    1.485   14.733    0.119   14.124    0.003    1.997    0.100    0.233    0.024    0.024    0.002    0.018    0.001    0.050    0.013    0.118
    3.44761   -7.79237       2    7.907    6.934    7.950    7.019    0.000    0.331    0.454    0.010    0.008    0.000    0.001    0.001    0.001    0.002    0.014    0.014
    3.44761   -6.83745       3    1.544   17.116    2.076    6.993    0.043    0.057    0.074    0.570    0.003    0.015    0.004    0.018    0.008    0.003    0.001    0.000
    3.44761   -4.33271       4    1.515    1.735   14.817   13.206    0.027    0.379    0.403    0.022    0.148    0.001    0.023    0.005    0.000    0.017    0.021    0.012
    3.44761    4.25827       5    3.850    2.066   15.113    3.555    0.052    0.031    1.925    0.065    0.284    0.001    0.043    0.010    0.010    0.028    0.060    0.000
    3.44761    7.68293       6    4.406   15.681    0.058    9.051    0.334    0.125    0.000    1.894    0.002    0.094    0.004    0.078    0.008    0.006    0.006    0.002
    3.44761    8.68048       7    1.466   14.536    0.100   14.246    0.003    1.993    0.098    0.240    0.023    0.025    0.001    0.019    0.001    0.048    0.013    0.118
    3.45882   -7.63147       2    7.655    6.897    8.047    7.249    0.000    0.344    0.459    0.013    0.008    0.001    0.001    0.001    0.000    0.002    0.014    0.014
    3.45882   -6.69765       3    1.477   17.342    2.068    6.950    0.041    0.061    0.073    0.589    0.003    0.016    0.004    0.018    0.007    0.003    0.001    0.000
    3.45882   -4.22926       4    1.502    1.670   14.992   13.217    0.025    0.387    0.421    0.021    0.143    0.001    0.023    0.005    0.000    0.016    0.022    0.012
    3.45882    4.21380       5    3.754    2.020   15.407    3.456    0.051    0.033    1.923    0.064    0.272    0.001    0.043    0.010    0.010    0.027    0.062    0.000
    3.45882    7.60580       6    4.401   15.968    0.068    8.901    0.306    0.131    0.000    1.897    0.002    0.097    0.004    0.076    0.009    0.006    0.005    0.002
    3.45882    8.50770       7    1.447   14.335    0.082   14.376    0.004    1.989    0.097    0.247    0.022    0.026    0.001    0.020    0.001    0.046    0.012    0.118
    3.47003   -7.46939       2    7.403    6.856    8.146    7.483    0.000    0.356    0.463    0.016    0.007    0.001    0.001    0.001    0.000    0.002    0.014    0.014
    3.47003   -6.55674       3    1.409   17.575    2.057    6.904    0.038    0.064    0.072    0.610    0.002    0.016    0.004    0.019    0.007    0.003    0.001    0.000
    3.47003   -4.12778       4    1.486    1.606   15.166   13.226    0.024    0.395    0.439    0.021    0.139    0.001    0.023    0.005    0.000    0.016    0.022    0.012
    3.47003    4.17127       5    3.655    1.972   15.704    3.359    0.049    0.035    1.921    0.063    0.260    0.001    0.044    0.009    0.010    0.026    0.063    0.000
    3.47003    7.52471       6    4.364   16.240    0.081    8.765    0.280    0.136    0.001    1.899    0.002    0.099    0.004    0.075    0.009    0.005    0.004    0.002
    3.47003    8.33582       7    1.427   14.127    0.065   14.515    0.004    1.984    0.096    0.254    0.021    0.026    0.001    0.021    0.002    0.044    0.012    0.117
    3.48123   -7.30620       2    7.152    6.810    8.245    7.721    0.000    0.369    0.467    0.019    0.007    0.001    0.001    0.001    0.000    0.002    0.014    0.014
    3.48123   -6.41478       3    1.341   17.817    2.045    6.853    0.036    0.067    0.071    0.630    0.002    0.017    0.004    0.019    0.007    0.003    0.001    0.000
    3.48123   -4.02832       4    1.468    1.543   15.341   13.233    0.022    0.403    0.457    0.021    0.134    0.001    0.022    0.005    0.000    0.016    0.022    0.013
    3.48123    4.13064       5    3.553    1.923   16.004    3.264    0.047    0.037    1.919    0.062    0.248    0.001    0.045    0.009    0.010    0.025    0.064    0.000
    3.48123    7.43982       6    4.297   16.501    0.096    8.641    0.257    0.141    0.002    1.901    0.003    0.102    0.005    0.074    0.009    0.005    0.003    0.002
    3.48123    8.16490       7    1.405   13.913    0.050   14.663    0.004    1.979    0.094    0.260    0.020    0.027    0.001    0.021    0.002    0.043    0.011    0.117
    3.49244   -7.14194       2    6.903    6.759    8.346    7.964    0.000    0.382    0.470    0.022    0.007    0.001    0.001    0.000    0.000    0.002    0.014    0.014
    3.49244   -6.27188       3    1.273   18.067    2.031    6.797    0.033    0.071    0.071    0.651    0.002    0.017    0.004    0.019    0.007    0.003    0.001    0.000
    3.49244   -3.93092       4    1.446    1.480   15.515   13.236    0.020    0.411    0.476    0.021    0.129    0.001    0.022    0.005    0.000    0.015    0.023    0.013
    3.49244    4.09189       5    3.449    1.872   16.307    3.170    0.045    0.039    1.918    0.060    0.236    0.002    0.045    0.009    0.011    0.024    0.066    0.000
    3.49244    7.35126       6    4.205   16.754    0.114    8.525    0.235    0.146    0.003    1.903    0.003    0.104    0.005    0.072    0.009    0.005    0.003    0.002
    3.49244    7.99499       7    1.381   13.692    0.036   14.819    0.004    1.973    0.093    0.265    0.019    0.027    0.001    0.022    0.002    0.041    0.011    0.116
    3.50365   -6.97669       2    6.654    6.704    8.449    8.210    0.001    0.396    0.474    0.025    0.007    0.001    0.001    0.000    0.000    0.002    0.014    0.014
    3.50365   -6.12812       3    1.205   18.325    2.015    6.736    0.031    0.074    0.070    0.673    0.002    0.018    0.005    0.019    0.006    0.002    0.001    0.000
    3.50365   -3.83562       4    1.422    1.418   15.689   13.238    0.019    0.419    0.494    0.020    0.124    0.001    0.022    0.006    0.000    0.015    0.023    0.013
    3.50365    4.05498       5    3.342    1.819   16.613    3.078    0.043    0.041    1.916    0.059    0.224    0.002    0.046    0.009    0.011    0.022    0.067    0.000
    3.50365    7.25914       6    4.091   17.000    0.136    8.414    0.214    0.151    0.005    1.905    0.003    0.106    0.005    0.070    0.009    0.005    0.003    0.002
    3.50365    7.82616       7    1.356   13.464    0.024   14.984    0.004    1.967    0.092    0.270    0.018    0.028    0.001    0.023    0.002    0.039    0.011    0.116
    3.51486   -6.81051       2    6.406    6.643    8.553    8.462    0.001    0.409    0.478    0.029    0.006    0.002    0.001    0.000    0.000    0.002    0.014    0.014
    3.51486   -5.98359       3    1.138   18.593    1.996    6.669    0.029    0.077    0.069    0.695    0.002    0.018    0.005    0.019    0.006    0.002    0.001    0.000
    3.51486   -3.74245       4    1.394    1.357   15.863   13.237    0.017    0.426    0.512    0.020    0.119    0.001    0.021    0.006    0.000    0.014    0.024    0.014
    3.51486    4.01990       5    3.233    1.765   16.922    2.988    0.041    0.043    1.915    0.057    0.212    0.002    0.047    0.009    0.011    0.021    0.068    0.000
    3.51486    7.16359       6    3.959   17.241    0.160    8.307    0.195    0.155    0.006    1.906    0.003    0.109    0.005    0.069    0.009    0.004    0.002    0.002
    3.51486    7.65846       7    1.330   13.229    0.014   15.158    0.005    1.960    0.091    0.274    0.017    0.028    0.000    0.024    0.002    0.037    0.010    0.116
    3.52606   -6.64347       2    6.159    6.578    8.658    8.718    0.001    0.423    0.482    0.032    0.006    0.002    0.002    0.000    0.000    0.002    0.014    0.014
    3.52606   -5.83839       3    1.072   18.870    1.974    6.597    0.027    0.080    0.067    0.717    0.001    0.019    0.005    0.019    0.006    0.002    0.001    0.000
    3.52606   -3.65144       4    1.364    1.296   16.036   13.234    0.016    0.434    0.530    0.020    0.114    0.001    0.021    0.006    0.000    0.014    0.024    0.014
    3.52606    3.98659       5    3.121    1.710   17.232    2.899    0.040    0.045    1.913    0.056    0.201    0.002    0.047    0.008    0.011    0.020    0.069    0.000
    3.52606    7.06470       6    3.810   17.479    0.188    8.202    0.178    0.160    0.008    1.908    0.003    0.111    0.005    0.067    0.009    0.004    0.002    0.002
    3.52606    7.49195       7    1.302   12.984    0.007   15.341    0.005    1.954    0.090    0.278    0.016    0.028    0.000    0.025    0.003    0.035    0.010    0.115
    3.53727   -6.47566       2    5.914    6.506    8.766    8.979    0.001    0.437    0.486    0.036    0.006    0.002    0.002    0.000    0.000    0.002    0.014    0.014
    3.53727   -5.69264       3    1.006   19.157    1.950    6.519    0.024    0.084    0.066    0.740    0.001    0.019    0.005    0.018    0.006    0.002    0.001    0.000
    3.53727   -3.56263       4    1.331    1.236   16.209   13.230    0.014    0.442    0.549    0.019    0.109    0.001    0.020    0.006    0.000    0.013    0.024    0.014
    3.53727    3.95503       5    3.008    1.653   17.545    2.812    0.038    0.048    1.911    0.054    0.190    0.002    0.048    0.008    0.011    0.019    0.071    0.000
    3.53727    6.96260       6    3.648   17.714    0.218    8.095    0.161    0.164    0.009    1.909    0.002    0.112    0.005    0.065    0.009    0.004    0.002    0.002
    3.53727    7.32668       7    1.272   12.731    0.002   15.534    0.005    1.947    0.089    0.281    0.014    0.029    0.000    0.026    0.003    0.033    0.009    0.115
    3.54848   -6.30716       2    5.670    6.429    8.875    9.245    0.002    0.451    0.490    0.040    0.006    0.002    0.002    0.000    0.000    0.002    0.014    0.014
    3.54848   -5.54643       3    0.941   19.455    1.924    6.434    0.022    0.086    0.065    0.763    0.001    0.020    0.005    0.018    0.005    0.002    0.001    0.000
    3.54848   -3.47605       4    1.296    1.176   16.380   13.223    0.013    0.450    0.567    0.019    0.104    0.001    0.020    0.006    0.000    0.013    0.025    0.015
    3.54848    3.92518       5    2.893    1.595   17.859    2.726    0.036    0.050    1.910    0.052    0.179    0.002    0.049    0.008    0.011    0.018    0.072    0.000
    3.54848    6.85739       6    3.474   17.947    0.251    7.986    0.146    0.168    0.011    1.910    0.002    0.114    0.005    0.063    0.008    0.004    0.001    0.002
    3.54848    7.16272       7    1.241   12.468    0.000   15.735    0.005    1.940    0.088    0.283    0.013    0.029    0.000    0.027    0.003    0.031    0.009    0.114
    3.55968   -6.13808       2    5.427    6.345    8.985    9.516    0.002    0.465    0.493    0.044    0.005    0.003    0.002    0.000    0.000    0.002    0.014    0.014
    3.55968   -5.40445       3    0.875   19.742    1.894    6.385    0.022    0.089    0.064    0.783    0.001    0.021    0.005    0.017    0.005    0.002    0.001    0.000
    3.55968   -3.39173       4    1.257    1.118   16.551   13.215    0.012    0.457    0.585    0.018    0.099    0.001    0.020    0.006    0.000    0.012    0.025    0.015
    3.55968    3.89534       5    2.773    1.515   18.168    2.678    0.033    0.053    1.907    0.049    0.172    0.002    0.050    0.007    0.011    0.017    0.072    0.000
    3.55968    6.74919       6    3.291   18.180    0.286    7.872    0.132    0.171    0.012    1.910    0.002    0.116    0.006    0.061    0.008    0.003    0.001    0.002
    3.55968    6.97673       7    1.203   12.238    0.002   16.021    0.007    1.921    0.089    0.291    0.017    0.029    0.000    0.023    0.004    0.029    0.010    0.101
    3.57089   -5.91085       2    5.211    6.184    9.031    9.679    0.001    0.470    0.480    0.039    0.005    0.002    0.002    0.000    0.000    0.001    0.016    0.014
    3.57089   -5.21614       3    0.812   19.945    1.886    6.225    0.019    0.078    0.055    0.801    0.000    0.026    0.005    0.012    0.005    0.002    0.001    0.000
